0;0.19741677 ;0.91593426
1;0.1588079 ;0.937972
2;0.096415766 ;0.9662381
3;0.0898043 ;0.96726614
4;0.06881764 ;0.97540146
5;0.088405214 ;0.9640408
6;0.058868073 ;0.9778944
7;0.0609499 ;0.97684735
8;0.060747337 ;0.9765761
9;0.052073352 ;0.9811225
10;0.05031306 ;0.98094076
11;0.042573843 ;0.9834364
12;0.038337998 ;0.9855686
13;0.04742299 ;0.9815023
14;0.04092909 ;0.9841797
15;0.036229838 ;0.9858154
16;0.03326839 ;0.9869792
17;0.031882823 ;0.987755
18;0.032448873 ;0.98738605
19;0.045895875 ;0.98117405
20;0.028187418 ;0.9889567
21;0.028797524 ;0.9884983
22;0.030754954 ;0.9879503
23;0.028686384 ;0.98868275
24;0.034768034 ;0.98571503
25;0.031623505 ;0.98818904
26;0.024985898 ;0.99028593
27;0.032827977 ;0.98691946
28;0.022747662 ;0.9909804
29;0.022636853 ;0.99104005
30;0.021189151 ;0.99168295
31;0.032769565 ;0.9879449
